Customer ID,Customer Name,Age,Gender,City,Order Date,Order Time,Food Name,Food Type,Category,Quantity,Unit Price, Total Price ,Payment Method,Order Status,Delivery Status,Delivery Agent
49273,Michael Johnson,26,Male,Kano,2024-06-10,19:52,Pepper Soup,Dessert,Protein-rich,2,2089," 4,178 ",Mobile Payment,Pending,Failed,Agent B
43868,Chinedu Okafor,58,Male,Ibadan,2024-08-14,17:59,Suya,Side Dish,Protein-rich,1,555, 555 ,Cash,Cancelled,Failed,Agent E
44471,Jane Smith,55,Male,Lagos,2024-07-28,10:23,Abacha,Dessert,Continental,3,851," 2,553 ",Mobile Payment,Completed,Cancelled,Agent E
18661,Ngozi Ade,59,Male,Owerri,2024-02-15,02:08,Jollof Rice,Side Dish,Protein-rich,5,689," 3,445 ",Cash,Cancelled,Delivered,Agent A
41469,Aisha Bello,24,Female,Ibadan,2024-02-11,07:43,Jollof Rice,Snack,Fast Food,4,1589," 6,356 ",Cash,Cancelled,In Progress,Agent C
32647,Jane Smith,24,Female,Benin,2024-04-08,12:43,Akara,Beverage,Vegetarian,3,4715," 14,145 ",Mobile Payment,Completed,Cancelled,Agent B
63937,Aisha Bello,50,Male,Enugu,2024-01-06,20:06,Amala & Ewedu,Beverage,Local,5,553," 2,765 ",Transfer,Pending,In Progress,Agent A
69999,Ngozi Ade,31,Male,Ibadan,2024-08-11,15:24,Ofada Rice,Main Dish,Local,3,841," 2,523 ",Mobile Payment,Cancelled,Cancelled,Agent D
70264,Chris Obi,21,Male,Calabar,2024-12-03,22:15,Abacha,Side Dish,Local,3,3294," 9,882 ",Cash,Completed,Failed,Agent C
45983,David Ekene,59,Male,Kano,2024-07-21,15:06,Moi Moi,Snack,Fast Food,5,1609," 8,045 ",Mobile Payment,Completed,Failed,Agent B
13791,Olivia Martins,21,Male,Abuja,2024-02-13,07:21,Kilishi,Main Dish,Fast Food,2,3519," 7,038 ",Transfer,Pending,Failed,Agent C
53450,Chris Obi,26,Female,Calabar,2024-06-14,11:11,Amala & Ewedu,Side Dish,Local,4,4016," 16,064 ",Cash,Pending,Failed,Agent E
29237,Chris Obi,33,Male,Lagos,2024-06-11,19:29,Moi Moi,Snack,Local,4,1015," 4,060 ",Cash,Cancelled,Delivered,Agent B
72106,John Doe,33,Female,Kano,2024-02-18,07:30,Efo Riro,Dessert,Continental,2,2225," 4,450 ",Transfer,Cancelled,Cancelled,Agent D
84971,Jane Smith,57,Male,Kaduna,2024-08-07,15:19,Amala & Ewedu,Main Dish,Protein-rich,2,2723," 5,446 ",Mobile Payment,Completed,Delivered,Agent A
73095,Aisha Bello,41,Male,Calabar,2024-08-28,14:42,Suya,Dessert,Local,3,1033," 3,099 ",Cash,Completed,In Progress,Agent B
46803,Aisha Bello,60,Male,Kano,2024-08-26,08:51,Akara,Main Dish,Vegetarian,2,2697," 5,394 ",Card,Pending,Failed,Agent E
46192,Aisha Bello,47,Female,Enugu,2024-06-26,00:57,Amala & Ewedu,Beverage,Protein-rich,3,2949," 8,847 ",Transfer,Completed,Delivered,Agent D
19219,Ngozi Ade,58,Female,Enugu,2024-03-13,23:44,Fried Rice,Side Dish,Continental,5,2087," 10,435 ",Cash,Completed,In Progress,Agent A
29317,Chinedu Okafor,54,Female,Port Harcourt,2024-10-25,18:25,Boli & Groundnut,Snack,Continental,5,4000," 20,000 ",Transfer,Completed,Delivered,Agent E
27738,Chris Obi,50,Male,Abuja,2024-09-04,18:24,Abacha,Main Dish,Local,2,2481," 4,962 ",Card,Cancelled,Delivered,Agent D
85153,Fatima Danjuma,56,Female,Ibadan,2024-01-13,03:57,Ofada Rice,Dessert,Local,1,2929," 2,929 ",Mobile Payment,Completed,Failed,Agent A
17092,Michael Johnson,43,Male,Kano,2024-12-19,02:04,Akara,Beverage,Fast Food,4,1996," 7,984 ",Mobile Payment,Cancelled,Failed,Agent A
90714,Michael Johnson,29,Male,Owerri,2024-03-13,17:52,Pepper Soup,Side Dish,Local,3,1778," 5,334 ",Cash,Completed,Delivered,Agent E
11928,Michael Johnson,34,Male,Lagos,2024-05-10,02:56,Ofada Rice,Beverage,Vegetarian,5,3730," 18,650 ",Cash,Pending,Delivered,Agent C
33722,Fatima Danjuma,22,Male,Abuja,2024-06-25,02:30,Fried Rice,Snack,Protein-rich,5,1285," 6,425 ",Cash,Pending,In Progress,Agent C
39667,John Doe,20,Female,Port Harcourt,2024-01-23,08:17,Suya,Main Dish,Fast Food,2,778," 1,556 ",Card,Completed,Failed,Agent A
68309,Michael Johnson,43,Male,Benin,2024-04-25,20:51,Jollof Rice,Side Dish,Vegetarian,5,923," 4,615 ",Card,Completed,Delivered,Agent A
34585,Aisha Bello,35,Male,Port Harcourt,2024-11-20,14:29,Amala & Ewedu,Beverage,Protein-rich,2,3293," 6,586 ",Cash,Pending,Cancelled,Agent A
36977,Olivia Martins,58,Male,Ibadan,2024-07-22,11:47,Pounded Yam & Egusi,Beverage,Fast Food,3,4934," 14,802 ",Cash,Pending,In Progress,Agent D
15111,Chinedu Okafor,32,Female,Enugu,2024-06-15,19:47,Jollof Rice,Snack,Continental,3,4341," 13,023 ",Mobile Payment,Pending,Cancelled,Agent A
58035,Jane Smith,47,Male,Kano,2024-07-23,23:11,Kilishi,Dessert,Fast Food,5,2763," 13,815 ",Card,Pending,Delivered,Agent C
40632,David Ekene,59,Male,Kano,2024-12-27,20:29,Suya,Main Dish,Local,4,2446," 9,784 ",Card,Cancelled,Cancelled,Agent A
94659,Ngozi Ade,47,Male,Benin,2024-04-05,22:40,Pepper Soup,Dessert,Fast Food,5,605," 3,025 ",Cash,Cancelled,In Progress,Agent D
90911,Ngozi Ade,48,Male,Ibadan,2024-05-14,19:43,Suya,Snack,Vegetarian,5,2526," 12,630 ",Card,Cancelled,Delivered,Agent E
71002,Olivia Martins,30,Female,Ibadan,2024-07-06,17:44,Kilishi,Beverage,Continental,1,4300," 4,300 ",Card,Cancelled,Cancelled,Agent C
25774,Fatima Danjuma,25,Male,Kaduna,2024-04-17,07:30,Abacha,Main Dish,Vegetarian,5,3920," 19,600 ",Mobile Payment,Pending,In Progress,Agent B
38698,Olivia Martins,44,Male,Owerri,2024-11-12,21:53,Pounded Yam & Egusi,Beverage,Fast Food,3,1982," 5,946 ",Cash,Pending,Delivered,Agent B
46182,David Ekene,25,Male,Enugu,2024-01-22,05:11,Abacha,Snack,Fast Food,5,1466," 7,330 ",Card,Cancelled,Delivered,Agent A
49015,David Ekene,19,Male,Kano,2024-10-28,14:33,Boli & Groundnut,Beverage,Local,1,4020," 4,020 ",Mobile Payment,Pending,Failed,Agent D
14880,David Ekene,46,Female,Benin,2024-06-12,13:17,Fried Rice,Beverage,Fast Food,3,2927," 8,781 ",Transfer,Pending,Cancelled,Agent B
89305,Chinedu Okafor,31,Female,Port Harcourt,2024-11-01,01:25,Suya,Main Dish,Protein-rich,2,964," 1,928 ",Mobile Payment,Pending,Failed,Agent A
93567,Michael Johnson,22,Female,Owerri,2024-04-03,15:41,Pounded Yam & Egusi,Main Dish,Protein-rich,5,1366," 6,830 ",Cash,Completed,Failed,Agent B
31233,Olivia Martins,54,Female,Kaduna,2024-12-05,07:38,Amala & Ewedu,Beverage,Local,5,3188," 15,940 ",Cash,Pending,In Progress,Agent C
30770,Fatima Danjuma,57,Male,Benin,2024-09-09,23:58,Suya,Side Dish,Protein-rich,1,1052," 1,052 ",Card,Cancelled,Failed,Agent D
95485,Jane Smith,44,Male,Abuja,2024-10-09,19:30,Fried Rice,Side Dish,Protein-rich,1,4949," 4,949 ",Card,Cancelled,Cancelled,Agent A
32134,David Ekene,45,Female,Benin,2024-06-15,05:04,Abacha,Dessert,Fast Food,2,726," 1,452 ",Mobile Payment,Pending,Failed,Agent C
93063,Ngozi Ade,19,Female,Lagos,2024-12-05,22:43,Boli & Groundnut,Main Dish,Protein-rich,1,1123," 1,123 ",Cash,Pending,Delivered,Agent A
88990,Aisha Bello,26,Female,Kano,2024-10-22,23:02,Amala & Ewedu,Beverage,Vegetarian,3,2195," 6,585 ",Cash,Cancelled,In Progress,Agent C
28971,Jane Smith,56,Male,Kaduna,2024-11-10,03:47,Ofada Rice,Beverage,Vegetarian,1,3654," 3,654 ",Card,Pending,Failed,Agent C
70165,Fatima Danjuma,20,Male,Enugu,2024-06-01,20:28,Boli & Groundnut,Side Dish,Vegetarian,1,2035," 2,035 ",Transfer,Pending,In Progress,Agent B
24240,Chris Obi,39,Female,Benin,2024-05-19,11:48,Abacha,Snack,Local,5,1201," 6,005 ",Transfer,Cancelled,Cancelled,Agent A
90145,Aisha Bello,27,Female,Lagos,2024-12-21,14:39,Fried Rice,Main Dish,Continental,3,1453," 4,359 ",Cash,Pending,Delivered,Agent E
46212,Aisha Bello,38,Male,Abuja,2024-05-15,09:18,Ofada Rice,Snack,Continental,1,3964," 3,964 ",Card,Pending,Delivered,Agent E
15919,Chris Obi,48,Male,Abuja,2024-11-02,04:11,Fried Rice,Snack,Vegetarian,3,4345," 13,035 ",Transfer,Completed,Failed,Agent B
85954,Michael Johnson,29,Male,Ibadan,2024-05-18,11:18,Efo Riro,Beverage,Fast Food,1,2299," 2,299 ",Transfer,Completed,Failed,Agent E
62656,Michael Johnson,58,Female,Ibadan,2024-03-28,03:10,Moi Moi,Snack,Continental,4,4558," 18,232 ",Cash,Cancelled,Delivered,Agent A
84910,Fatima Danjuma,38,Male,Lagos,2024-11-06,02:33,Moi Moi,Side Dish,Vegetarian,2,2589," 5,178 ",Transfer,Pending,Delivered,Agent E
36478,Fatima Danjuma,19,Male,Calabar,2024-03-09,20:00,Jollof Rice,Snack,Local,1,1849," 1,849 ",Cash,Pending,In Progress,Agent D
30979,Ngozi Ade,43,Male,Owerri,2024-03-01,20:45,Boli & Groundnut,Side Dish,Protein-rich,1,1810," 1,810 ",Transfer,Cancelled,Cancelled,Agent D
81017,Jane Smith,22,Male,Kano,2024-08-06,19:18,Jollof Rice,Side Dish,Fast Food,1,847, 847 ,Cash,Cancelled,Cancelled,Agent A
94473,David Ekene,40,Male,Abuja,2024-10-01,18:35,Abacha,Beverage,Fast Food,5,2575," 12,875 ",Mobile Payment,Pending,Failed,Agent C
19309,Fatima Danjuma,19,Male,Lagos,2024-12-06,03:01,Pepper Soup,Snack,Fast Food,5,1257," 6,285 ",Cash,Completed,Delivered,Agent D
62884,Olivia Martins,60,Male,Abuja,2024-03-02,03:02,Efo Riro,Snack,Local,3,1964," 5,892 ",Mobile Payment,Pending,In Progress,Agent A
26031,Fatima Danjuma,28,Female,Owerri,2024-09-11,18:47,Kilishi,Main Dish,Protein-rich,5,2497," 12,485 ",Cash,Completed,In Progress,Agent C
88673,David Ekene,23,Male,Owerri,2024-02-26,18:23,Akara,Dessert,Fast Food,4,1251," 5,004 ",Mobile Payment,Completed,Failed,Agent B
53631,Olivia Martins,27,Male,Kano,2024-08-01,01:36,Abacha,Snack,Continental,4,1313," 5,252 ",Card,Cancelled,Delivered,Agent E
70817,Aisha Bello,37,Female,Benin,2024-06-13,05:31,Pepper Soup,Beverage,Continental,5,3471," 17,355 ",Cash,Cancelled,Failed,Agent A
51953,Chris Obi,48,Male,Owerri,2024-01-17,00:58,Moi Moi,Beverage,Continental,5,1320," 6,600 ",Mobile Payment,Completed,Cancelled,Agent C
84283,Fatima Danjuma,42,Female,Benin,2024-02-10,14:14,Fried Rice,Main Dish,Fast Food,4,1916," 7,664 ",Card,Pending,Failed,Agent D
18871,Chris Obi,31,Male,Port Harcourt,2024-08-07,13:17,Kilishi,Main Dish,Continental,2,3270," 6,540 ",Card,Completed,In Progress,Agent B
37455,Chinedu Okafor,31,Male,Port Harcourt,2024-10-24,11:49,Moi Moi,Main Dish,Local,4,2389," 9,556 ",Mobile Payment,Cancelled,Failed,Agent A
25929,David Ekene,23,Female,Calabar,2024-03-08,07:24,Amala & Ewedu,Beverage,Fast Food,4,1043," 4,172 ",Card,Cancelled,Delivered,Agent D
99887,John Doe,21,Female,Abuja,2024-05-08,12:50,Suya,Beverage,Continental,4,3783," 15,132 ",Mobile Payment,Cancelled,Failed,Agent B
48399,Chinedu Okafor,35,Female,Abuja,2024-08-19,16:39,Moi Moi,Snack,Continental,2,1856," 3,712 ",Transfer,Cancelled,Delivered,Agent C
30101,Ngozi Ade,27,Male,Kaduna,2024-10-14,17:57,Fried Rice,Side Dish,Fast Food,4,1047," 4,188 ",Cash,Pending,Delivered,Agent A
98060,Michael Johnson,24,Male,Port Harcourt,2024-01-25,02:18,Pepper Soup,Dessert,Protein-rich,4,2916," 11,664 ",Card,Cancelled,Delivered,Agent C
59439,Michael Johnson,45,Male,Abuja,2024-07-13,03:03,Suya,Beverage,Vegetarian,1,4637," 4,637 ",Mobile Payment,Cancelled,Cancelled,Agent C
58341,Aisha Bello,43,Male,Kano,2024-02-26,11:17,Ofada Rice,Beverage,Fast Food,2,3553," 7,106 ",Transfer,Pending,In Progress,Agent C
43839,Chris Obi,18,Female,Port Harcourt,2024-08-08,21:15,Pepper Soup,Dessert,Protein-rich,4,2426," 9,704 ",Card,Cancelled,In Progress,Agent A
33698,Jane Smith,28,Male,Abuja,2024-12-26,23:50,Akara,Side Dish,Continental,4,2509," 10,036 ",Cash,Pending,In Progress,Agent D
48536,Fatima Danjuma,44,Male,Benin,2024-10-13,21:06,Fried Rice,Dessert,Continental,4,1782," 7,128 ",Cash,Cancelled,Delivered,Agent D
98342,Michael Johnson,53,Male,Abuja,2024-01-20,20:02,Pounded Yam & Egusi,Snack,Local,5,3769," 18,845 ",Mobile Payment,Completed,Delivered,Agent A
39970,David Ekene,22,Male,Owerri,2024-03-27,11:28,Amala & Ewedu,Side Dish,Continental,5,1101," 5,505 ",Mobile Payment,Completed,Delivered,Agent D
78197,Chinedu Okafor,29,Male,Ibadan,2024-04-19,00:34,Akara,Beverage,Fast Food,5,3018," 15,090 ",Transfer,Pending,Delivered,Agent D
67029,Jane Smith,23,Female,Port Harcourt,2024-12-01,23:18,Pepper Soup,Main Dish,Vegetarian,4,1553," 6,212 ",Mobile Payment,Cancelled,In Progress,Agent B
16787,Chinedu Okafor,55,Male,Ibadan,2024-12-12,13:12,Pepper Soup,Dessert,Vegetarian,2,2650," 5,300 ",Card,Pending,In Progress,Agent E
96453,Chris Obi,52,Male,Enugu,2024-11-25,12:17,Kilishi,Main Dish,Continental,4,2039," 8,156 ",Mobile Payment,Completed,Delivered,Agent B
79659,Aisha Bello,32,Male,Kaduna,2024-02-09,01:51,Abacha,Side Dish,Protein-rich,1,2492," 2,492 ",Card,Cancelled,Delivered,Agent A
72975,Fatima Danjuma,47,Male,Ibadan,2024-05-16,12:44,Moi Moi,Beverage,Fast Food,1,4674," 4,674 ",Transfer,Completed,In Progress,Agent A
17059,Michael Johnson,60,Female,Ibadan,2024-12-19,09:32,Ofada Rice,Beverage,Fast Food,2,1431," 2,862 ",Mobile Payment,Cancelled,Cancelled,Agent E
65023,David Ekene,49,Male,Port Harcourt,2024-06-06,22:10,Ofada Rice,Side Dish,Vegetarian,5,4903," 24,515 ",Transfer,Cancelled,In Progress,Agent C
52110,Ngozi Ade,21,Male,Enugu,2024-05-20,06:43,Pounded Yam & Egusi,Side Dish,Fast Food,1,1753," 1,753 ",Card,Completed,In Progress,Agent B
10511,John Doe,47,Female,Enugu,2024-05-09,20:59,Efo Riro,Snack,Fast Food,3,3245," 9,735 ",Cash,Pending,Delivered,Agent E
63899,Olivia Martins,40,Male,Port Harcourt,2024-01-17,06:13,Pepper Soup,Side Dish,Vegetarian,4,579," 2,316 ",Cash,Pending,Cancelled,Agent D
34713,Jane Smith,18,Male,Benin,2024-11-01,03:19,Moi Moi,Dessert,Protein-rich,3,1793," 5,379 ",Cash,Completed,Cancelled,Agent A
41385,David Ekene,51,Female,Port Harcourt,2024-02-22,07:03,Suya,Snack,Protein-rich,2,1861," 3,722 ",Card,Cancelled,Failed,Agent A
50149,Aisha Bello,58,Male,Port Harcourt,2024-05-18,03:20,Kilishi,Beverage,Vegetarian,2,2339," 4,678 ",Transfer,Cancelled,Failed,Agent C
20475,Chris Obi,33,Male,Benin,2024-05-27,22:13,Jollof Rice,Side Dish,Vegetarian,2,2206," 4,412 ",Mobile Payment,Pending,In Progress,Agent A
82571,Chris Obi,49,Male,Owerri,2024-05-21,12:53,Jollof Rice,Side Dish,Fast Food,1,1750," 1,750 ",Mobile Payment,Completed,Failed,Agent C
29082,Michael Johnson,19,Female,Calabar,2024-01-01,11:44,Suya,Main Dish,Vegetarian,1,4807," 4,807 ",Cash,Completed,Cancelled,Agent E
81704,Olivia Martins,38,Male,Owerri,2024-08-01,04:07,Fried Rice,Side Dish,Local,4,4404," 17,616 ",Card,Completed,In Progress,Agent B
42566,Michael Johnson,43,Male,Kano,2024-09-14,10:10,Kilishi,Beverage,Fast Food,2,1852," 3,704 ",Transfer,Cancelled,Cancelled,Agent D
85886,Chinedu Okafor,57,Male,Calabar,2024-02-09,07:26,Boli & Groundnut,Side Dish,Fast Food,3,3625," 10,875 ",Transfer,Pending,In Progress,Agent A
36150,Fatima Danjuma,21,Female,Ibadan,2024-02-12,04:40,Efo Riro,Beverage,Continental,5,4826," 24,130 ",Cash,Pending,In Progress,Agent A
55379,Chris Obi,20,Female,Kaduna,2024-02-17,23:20,Boli & Groundnut,Snack,Fast Food,3,4669," 14,007 ",Card,Cancelled,In Progress,Agent C
92401,Aisha Bello,29,Male,Owerri,2024-05-12,23:49,Amala & Ewedu,Main Dish,Fast Food,2,1858," 3,716 ",Mobile Payment,Completed,In Progress,Agent B
32810,Aisha Bello,37,Male,Enugu,2024-09-03,11:51,Boli & Groundnut,Dessert,Continental,1,1829," 1,829 ",Card,Pending,Failed,Agent B
18368,John Doe,51,Female,Kano,2024-12-22,02:05,Jollof Rice,Beverage,Vegetarian,2,1709," 3,418 ",Transfer,Pending,Cancelled,Agent E
65890,Chris Obi,22,Male,Enugu,2024-04-01,18:11,Fried Rice,Side Dish,Protein-rich,3,4993," 14,979 ",Mobile Payment,Pending,Delivered,Agent A
40526,Ngozi Ade,57,Male,Enugu,2024-06-17,00:55,Fried Rice,Main Dish,Local,1,1529," 1,529 ",Mobile Payment,Pending,Failed,Agent B
43229,Ngozi Ade,23,Female,Abuja,2024-01-13,04:44,Pepper Soup,Dessert,Protein-rich,1,645, 645 ,Mobile Payment,Pending,Delivered,Agent D
65868,Ngozi Ade,25,Male,Abuja,2024-03-19,16:50,Akara,Beverage,Fast Food,3,2067," 6,201 ",Cash,Cancelled,Cancelled,Agent A
58874,Fatima Danjuma,36,Male,Abuja,2024-06-16,07:17,Ofada Rice,Snack,Continental,4,862," 3,448 ",Mobile Payment,Completed,Cancelled,Agent A
17379,Fatima Danjuma,37,Male,Enugu,2024-06-13,03:29,Abacha,Snack,Local,1,949, 949 ,Card,Completed,In Progress,Agent D
70439,David Ekene,53,Male,Abuja,2024-05-03,00:47,Pounded Yam & Egusi,Main Dish,Fast Food,3,3634," 10,902 ",Transfer,Pending,Failed,Agent C
30573,Jane Smith,45,Female,Calabar,2024-04-24,08:23,Akara,Beverage,Fast Food,3,4719," 14,157 ",Transfer,Cancelled,Failed,Agent B
56970,Jane Smith,47,Male,Ibadan,2024-04-09,04:49,Suya,Beverage,Continental,3,2779," 8,337 ",Card,Completed,Cancelled,Agent B
30844,Fatima Danjuma,59,Female,Enugu,2024-09-13,10:12,Moi Moi,Snack,Fast Food,2,4629," 9,258 ",Card,Cancelled,In Progress,Agent E
56096,David Ekene,53,Male,Port Harcourt,2024-07-04,22:44,Boli & Groundnut,Snack,Fast Food,3,4266," 12,798 ",Mobile Payment,Completed,Delivered,Agent E
61976,Chinedu Okafor,19,Female,Ibadan,2024-06-12,14:41,Efo Riro,Beverage,Local,3,2307," 6,921 ",Card,Cancelled,In Progress,Agent B
37546,Olivia Martins,59,Female,Owerri,2024-08-02,21:26,Ofada Rice,Beverage,Continental,1,3724," 3,724 ",Card,Completed,Cancelled,Agent D
68057,Chris Obi,55,Female,Lagos,2024-12-25,15:27,Jollof Rice,Main Dish,Vegetarian,4,862," 3,448 ",Transfer,Completed,In Progress,Agent E
29900,Aisha Bello,56,Male,Abuja,2024-02-28,04:26,Efo Riro,Dessert,Fast Food,4,4321," 17,284 ",Mobile Payment,Completed,Cancelled,Agent E
90358,Chinedu Okafor,30,Male,Calabar,2024-05-28,01:08,Fried Rice,Snack,Fast Food,5,2894," 14,470 ",Mobile Payment,Cancelled,In Progress,Agent D
44349,Ngozi Ade,44,Male,Owerri,2024-01-24,20:25,Boli & Groundnut,Snack,Vegetarian,2,4172," 8,344 ",Card,Pending,Delivered,Agent A
78822,Chris Obi,43,Female,Lagos,2024-03-11,13:05,Pounded Yam & Egusi,Side Dish,Fast Food,4,1913," 7,652 ",Mobile Payment,Pending,Delivered,Agent A
18383,Chinedu Okafor,44,Male,Benin,2024-03-12,19:52,Pounded Yam & Egusi,Beverage,Local,3,553," 1,659 ",Card,Cancelled,Cancelled,Agent A
91389,David Ekene,44,Male,Kano,2024-08-02,05:20,Abacha,Beverage,Local,5,576," 2,880 ",Transfer,Pending,Delivered,Agent E
47735,Chris Obi,58,Male,Kano,2024-01-22,21:36,Jollof Rice,Main Dish,Fast Food,4,3106," 12,424 ",Card,Cancelled,In Progress,Agent D
92469,David Ekene,42,Female,Lagos,2024-07-20,17:38,Efo Riro,Beverage,Vegetarian,5,2101," 10,505 ",Cash,Pending,Cancelled,Agent A
26495,Michael Johnson,19,Male,Enugu,2024-09-20,00:31,Pounded Yam & Egusi,Beverage,Protein-rich,5,784," 3,920 ",Card,Pending,Cancelled,Agent A
46358,John Doe,23,Female,Benin,2024-03-27,19:00,Suya,Snack,Continental,3,1302," 3,906 ",Mobile Payment,Pending,Delivered,Agent A
51529,Michael Johnson,37,Female,Ibadan,2024-08-06,14:33,Jollof Rice,Main Dish,Local,5,1750," 8,750 ",Mobile Payment,Pending,Delivered,Agent B
13971,David Ekene,20,Male,Owerri,2024-10-22,01:11,Moi Moi,Dessert,Vegetarian,2,3000," 6,000 ",Cash,Cancelled,Cancelled,Agent A
81700,Jane Smith,28,Female,Kaduna,2024-05-23,18:48,Suya,Beverage,Protein-rich,1,2861," 2,861 ",Cash,Cancelled,Failed,Agent C
94716,John Doe,46,Male,Abuja,2024-12-26,16:24,Ofada Rice,Snack,Continental,1,2268," 2,268 ",Mobile Payment,Pending,Delivered,Agent D
50009,Jane Smith,35,Male,Calabar,2024-09-27,18:52,Suya,Main Dish,Local,2,2510," 5,020 ",Card,Pending,Cancelled,Agent D
20192,John Doe,48,Male,Enugu,2024-09-18,15:43,Ofada Rice,Snack,Fast Food,4,1550," 6,200 ",Transfer,Cancelled,Cancelled,Agent A
30292,Olivia Martins,48,Male,Owerri,2024-12-04,17:20,Kilishi,Snack,Fast Food,3,860," 2,580 ",Mobile Payment,Pending,Delivered,Agent B
46652,David Ekene,55,Male,Enugu,2024-04-25,11:43,Moi Moi,Snack,Vegetarian,3,4993," 14,979 ",Mobile Payment,Pending,Failed,Agent B
83856,Michael Johnson,20,Male,Enugu,2024-05-09,21:00,Boli & Groundnut,Snack,Protein-rich,4,3842," 15,368 ",Mobile Payment,Pending,In Progress,Agent C
23929,Aisha Bello,48,Female,Calabar,2024-06-20,07:42,Jollof Rice,Beverage,Local,5,1660," 8,300 ",Card,Completed,Failed,Agent A
47640,Chris Obi,37,Male,Calabar,2024-03-12,15:20,Kilishi,Snack,Continental,2,1380," 2,760 ",Cash,Cancelled,Delivered,Agent D
30005,Aisha Bello,28,Female,Abuja,2024-09-09,13:30,Suya,Snack,Protein-rich,4,1706," 6,824 ",Mobile Payment,Completed,Failed,Agent E
92504,Ngozi Ade,32,Female,Enugu,2024-05-15,04:27,Moi Moi,Snack,Vegetarian,1,553, 553 ,Cash,Pending,Failed,Agent D
45943,Jane Smith,44,Female,Benin,2024-06-28,16:02,Suya,Beverage,Fast Food,2,3635," 7,270 ",Transfer,Completed,Failed,Agent E
20573,David Ekene,27,Female,Abuja,2024-04-24,09:11,Moi Moi,Dessert,Protein-rich,3,2431," 7,293 ",Card,Cancelled,Cancelled,Agent E
25994,John Doe,18,Female,Owerri,2024-03-25,11:05,Fried Rice,Beverage,Continental,5,3250," 16,250 ",Transfer,Cancelled,Cancelled,Agent B
83178,David Ekene,60,Male,Calabar,2024-10-03,19:21,Ofada Rice,Beverage,Continental,1,3355," 3,355 ",Mobile Payment,Completed,Delivered,Agent E
70213,Ngozi Ade,22,Male,Owerri,2024-08-25,18:26,Fried Rice,Beverage,Protein-rich,4,4784," 19,136 ",Transfer,Pending,Failed,Agent D
89290,Ngozi Ade,27,Male,Benin,2024-07-10,15:37,Pepper Soup,Side Dish,Fast Food,4,2020," 8,080 ",Cash,Pending,Delivered,Agent E
82740,Olivia Martins,34,Female,Enugu,2024-08-17,17:09,Suya,Snack,Fast Food,2,1897," 3,794 ",Transfer,Cancelled,Failed,Agent B
92904,Michael Johnson,34,Male,Kano,2024-11-14,06:32,Abacha,Main Dish,Fast Food,3,4889," 14,667 ",Transfer,Cancelled,Failed,Agent E
86835,Chris Obi,39,Male,Kaduna,2024-12-04,13:16,Abacha,Main Dish,Vegetarian,1,2286," 2,286 ",Mobile Payment,Completed,Delivered,Agent D
77226,Jane Smith,49,Male,Port Harcourt,2024-08-03,05:42,Fried Rice,Beverage,Vegetarian,2,677," 1,354 ",Mobile Payment,Pending,Failed,Agent A
75715,John Doe,54,Female,Ibadan,2024-04-02,19:40,Fried Rice,Dessert,Fast Food,1,1479," 1,479 ",Card,Completed,In Progress,Agent E
46362,David Ekene,39,Female,Abuja,2024-11-26,05:27,Kilishi,Snack,Local,3,1218," 3,654 ",Card,Completed,Failed,Agent C
72823,Olivia Martins,59,Male,Ibadan,2024-01-14,00:09,Pepper Soup,Main Dish,Protein-rich,1,2043," 2,043 ",Card,Cancelled,In Progress,Agent B
12485,Ngozi Ade,29,Male,Kaduna,2024-04-03,02:23,Pepper Soup,Main Dish,Vegetarian,1,2089," 2,089 ",Cash,Cancelled,Failed,Agent C
41801,Ngozi Ade,58,Male,Kano,2024-11-05,18:44,Jollof Rice,Beverage,Continental,4,2625," 10,500 ",Mobile Payment,Pending,Failed,Agent B
66935,Chris Obi,30,Male,Owerri,2024-02-14,09:16,Kilishi,Dessert,Vegetarian,2,3986," 7,972 ",Transfer,Cancelled,Failed,Agent D
54442,Chris Obi,42,Male,Kano,2024-11-27,17:08,Akara,Side Dish,Protein-rich,2,3524," 7,048 ",Cash,Completed,Failed,Agent A
79567,Aisha Bello,37,Male,Kaduna,2024-04-27,20:28,Abacha,Main Dish,Vegetarian,3,4491," 13,473 ",Cash,Completed,Cancelled,Agent D
27821,Michael Johnson,53,Male,Kano,2024-04-13,02:30,Pepper Soup,Dessert,Protein-rich,5,2775," 13,875 ",Mobile Payment,Completed,Failed,Agent E
44337,Aisha Bello,54,Male,Owerri,2024-12-15,23:37,Moi Moi,Main Dish,Local,4,2900," 11,600 ",Transfer,Pending,Delivered,Agent B
56332,Aisha Bello,38,Female,Abuja,2024-03-21,07:35,Suya,Main Dish,Protein-rich,1,3009," 3,009 ",Mobile Payment,Cancelled,In Progress,Agent C
18231,Aisha Bello,22,Female,Port Harcourt,2024-10-13,19:58,Efo Riro,Dessert,Vegetarian,5,849," 4,245 ",Cash,Cancelled,Delivered,Agent D
39458,Michael Johnson,19,Male,Benin,2024-03-07,09:05,Pepper Soup,Snack,Fast Food,4,4081," 16,324 ",Transfer,Completed,Delivered,Agent D
81012,Michael Johnson,54,Male,Kano,2024-06-06,05:45,Pepper Soup,Dessert,Protein-rich,3,4313," 12,939 ",Transfer,Completed,Failed,Agent D
